a023d9aa-aa5f-43a4-918c-48dcfd2222de|https://www.mitsubishi-motors.co.th/en/cars/mirage|VERIFIED|playwright-extraction|Real price from official Mitsubishi Thailand website
84d531c1-a7ef-47cd-a49b-77e3f2847d60|https://www.mitsubishi-motors.co.th/en/cars/xpander|VERIFIED|playwright-extraction|Real price from official Mitsubishi Thailand website
11a398d8-cc7b-4fea-a582-639c103d96aa|https://www.mitsubishi-motors.co.th/en/cars/triton|VERIFIED|playwright-extraction|Real price from official Mitsubishi Thailand website
8b31560d-00f1-4b95-912a-2cd57835e258|https://www.mitsubishi-motors.co.th/en/cars/pajero-sport|VERIFIED|playwright-extraction|Real price from official Mitsubishi Thailand website
5f23ea23-18f1-4eab-ae19-d84432343318|https://www.mazda.co.th/en/cars/mazda2|VERIFIED|playwright-extraction|Real price from official Mazda Thailand website
637212a8-3957-41bc-a64a-524afd5622ea|https://www.mazda.co.th/en/cars/mazda3|VERIFIED|playwright-extraction|Real price from official Mazda Thailand website
4fc754f6-a7c6-4bc7-926f-b7a9a0e8d6ff|https://www.mazda.co.th/en/cars/cx-30|VERIFIED|playwright-extraction|Real price from official Mazda Thailand website
d2394ca4-8b42-48c4-a572-5a0e64d1879a|https://www.mazda.co.th/en/cars/cx-5|VERIFIED|playwright-extraction|Real price from official Mazda Thailand website
b9ae50e7-1102-4824-8d9f-b89c990c7605|https://www.toyota.co.th/component/api/tcoth/web-init|VERIFIED|evidence-chain-fix-v2|Consolidated Toyota Thailand API response (POST /component/api/tcoth/web-init). Contains car_series array with start_price/max_price per model. These are MODEL-LEVEL starting prices, NOT variant-specific MSRPs. Price type: LIST_PRICE. 11 models covered: Yaris Ativ, Yaris, Yaris Cross, Corolla Altis, Camry, Corolla Cross, bZ4X, Fortuner, Veloz, Innova Zenix, Hilux.
a919b77f-7c46-4b22-a018-b6013c26bdb2|https://www.honda.co.th/crv|VERIFIED|hermes-agent|Official price from Honda Thailand: 1,409,000 THB
f20307c8-9ba8-4e2e-8d51-2de32dbe5e5a|https://www.honda.co.th/city|VERIFIED|hermes-agent|Honda City e:HEV priced at 569,000 THB confirmed on official Honda Thailand website (honda.co.th/city). Thai-market page, price displayed prominently.
28fe2150-353e-4124-bfa8-5c84b74ca84d|https://www.honda.co.th/civic|VERIFIED|hermes-agent|Honda Civic e:HEV priced at 949,000 THB confirmed on official Honda Thailand website (honda.co.th/civic). Thai-market page, price displayed prominently.
9007e240-5d0d-4baf-aace-dd04a1c3d254|https://www.honda.co.th/cityhatchback|VERIFIED|hermes-agent|Honda City Hatchback e:HEV priced at 579,000 THB confirmed on official Honda Thailand website (honda.co.th/cityhatchback). Thai-market page, price displayed prominently.
15f90818-5463-436e-b74d-d2909687872f|https://www.honda.co.th/crv|VERIFIED|hermes-agent|Honda CR-V e:HEV priced at 1,409,000 THB confirmed on official Honda Thailand website (honda.co.th/crv). Thai-market page, price displayed prominently.
5254a7c0-2167-4c7d-a129-e3210ef0cfa2|https://www.honda.co.th/brv|VERIFIED|hermes-agent|Honda BR-V priced at 915,000 THB confirmed on official Honda Thailand website (honda.co.th/brv). Thai-market page, price displayed prominently.
a6e9b879-a55d-4475-8a83-b31a68b72df2|https://www.honda.co.th/accordehev|VERIFIED|hermes-agent|Honda Accord e:HEV priced at 1,479,000 THB confirmed on official Honda Thailand website (honda.co.th/accordehev). Thai-market page, price displayed prominently.
feaee978-8393-4444-804c-db35adee7dfe|https://www.honda.co.th/en2|VERIFIED|hermes-agent|Honda e:N2 EV priced at 1,429,000 THB confirmed on official Honda Thailand website (honda.co.th/en2). Thai-market page, price displayed prominently.
7f9f778d-e5ca-4366-9a5a-f97bbea07d3f|https://www.honda.co.th/wrv|VERIFIED|hermes-agent|Honda WR-V priced at 799,000 THB confirmed on official Honda Thailand website (honda.co.th/wrv). Thai-market page, price displayed prominently.
30ecb2b0-eb61-4d8b-9af0-01f8ae599a4f|https://www.honda.co.th/civictyper|VERIFIED|hermes-agent|Honda Civic Type R Turbo priced at 3,990,000 THB confirmed on official Honda Thailand website (honda.co.th/civictyper). Thai-market page, price displayed prominently.
5de51097-a1cc-4b81-b9da-bbe51f3a1f8a|https://www.mgcars.com/th/all-new-mg3|VERIFIED|hermes-agent|MG3 HYBRID+ STANDARD priced at 579,900 THB confirmed on official MG Thailand website (mgcars.com/th/all-new-mg3). Thai-market page, price displayed in JSON data.
5454c747-ea8f-4996-b848-52e1a411463f|https://www.mgcars.com/th/mg-urban|VERIFIED|hermes-agent|MG URBAN EV priced at 579,900 THB confirmed in embedded JSON data on official MG Thailand website (mgcars.com/th/mg-urban). Thai-market page, price in subModel data.
dffb24bc-bd6b-4d85-badf-1691f58e6ced|https://www.mgcars.com/th/mg4-my2026|VERIFIED|hermes-agent|MG4 Standard priced at 669,900 THB confirmed in embedded JSON data on official MG Thailand website (mgcars.com/th/mg4-my2026). Thai-market page, price in subModel data.
3ca5875e-0047-4b2d-b339-4c1e475ea161|https://www.honda.co.th/city|VERIFIED|hermes-agent|Official price from Honda Thailand: 569,000 THB
43322dd4-07ce-4f81-a330-94dcc4add1d5|https://www.honda.co.th/cityhatchback|VERIFIED|hermes-agent|Official price from Honda Thailand: 579,000 THB
69d43576-424f-4fb2-ae95-bbaf189fedde|https://www.honda.co.th/wrv|VERIFIED|hermes-agent|Official price from Honda Thailand: 799,000 THB
